<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.23	10:05:00	1476.28	1477.15	1476.28	1476.90	10	0	68
2025.05.23	10:06:00	1476.90	1476.90	1475.04	1475.16	16	0	68
2025.05.23	10:07:00	1475.16	1476.58	1475.16	1476.58	10	0	68
2025.05.23	10:08:00	1476.71	1476.87	1476.70	1476.75	6	0	68
2025.05.23	10:09:00	1476.75	1477.37	1476.75	1477.19	9	0	68
2025.05.23	10:10:00	1477.19	1477.56	1477.19	1477.30	7	0	68
2025.05.23	10:11:00	1477.31	1477.31	1476.43	1476.43	7	0	68
2025.05.23	10:12:00	1476.43	1476.68	1476.31	1476.56	6	0	68
2025.05.23	10:13:00	1476.56	1476.93	1476.56	1476.80	5	0	68
2025.05.23	10:14:00	1476.80	1476.81	1476.68	1476.69	5	0	68
2025.05.23	10:15:00	1476.69	1476.69	1476.43	1476.43	6	0	68
2025.05.23	10:16:00	1476.42	1476.54	1476.41	1476.54	8	0	68
2025.05.23	10:17:00	1476.53	1476.66	1476.53	1476.53	3	0	68
2025.05.23	10:18:00	1476.53	1476.78	1476.53	1476.78	8	0	68
2025.05.23	10:19:00	1476.78	1477.91	1476.78	1477.66	14	0	68
2025.05.23	10:20:00	1477.66	1477.93	1477.66	1477.93	5	0	68
2025.05.23	10:21:00	1477.94	1478.19	1477.57	1477.57	13	0	68
2025.05.23	10:22:00	1477.58	1477.58	1476.83	1476.83	6	0	68
2025.05.23	10:23:00	1476.83	1476.83	1476.34	1476.34	8	0	68
2025.05.23	10:24:00	1476.34	1476.34	1475.97	1475.98	6	0	68
2025.05.23	10:25:00	1475.98	1476.10	1475.98	1476.10	4	0	68
2025.05.23	10:26:00	1476.10	1476.35	1476.10	1476.22	4	0	68
2025.05.23	10:27:00	1476.22	1476.35	1476.22	1476.23	6	0	68
2025.05.23	10:28:00	1476.23	1476.35	1476.11	1476.11	4	0	68
2025.05.23	10:29:00	1476.11	1476.24	1475.98	1476.24	4	0	68
2025.05.23	10:30:00	1476.37	1476.38	1476.12	1476.38	7	0	68
2025.05.23	10:31:00	1476.38	1476.76	1476.25	1476.76	8	0	68
2025.05.23	10:32:00	1476.89	1477.27	1476.76	1477.27	7	0	68
2025.05.23	10:33:00	1477.52	1477.65	1477.52	1477.52	5	0	68
2025.05.23	10:34:00	1477.65	1477.65	1477.65	1477.65	1	0	68
2025.05.23	10:35:00	1477.65	1477.66	1477.54	1477.54	3	0	68
2025.05.23	10:36:00	1477.55	1477.82	1477.43	1477.82	9	0	68
2025.05.23	10:37:00	1477.82	1477.82	1477.57	1477.58	3	0	68
2025.05.23	10:38:00	1477.58	1477.71	1477.58	1477.71	2	0	68
2025.05.23	10:39:00	1477.71	1477.83	1477.34	1477.47	10	0	68
2025.05.23	10:40:00	1477.34	1477.47	1477.22	1477.34	4	0	68
2025.05.23	10:41:00	1477.21	1477.34	1477.21	1477.34	6	0	68
2025.05.23	10:42:00	1477.34	1477.46	1477.34	1477.46	4	0	68
2025.05.23	10:43:00	1477.59	1477.84	1477.59	1477.84	5	0	68
2025.05.23	10:44:00	1477.83	1478.83	1477.83	1478.70	10	0	68
2025.05.23	10:45:00	1478.82	1478.95	1478.82	1478.95	5	0	68
2025.05.23	10:46:00	1478.83	1478.83	1478.34	1478.34	7	0	68
2025.05.23	10:47:00	1478.34	1478.72	1478.34	1478.72	6	0	68
2025.05.23	10:48:00	1478.60	1478.72	1478.24	1478.24	6	0	68
2025.05.23	10:49:00	1478.24	1478.48	1478.23	1478.48	6	0	68
2025.05.23	10:50:00	1478.48	1478.86	1478.48	1478.86	7	0	68
2025.05.23	10:51:00	1478.86	1478.86	1478.74	1478.75	3	0	68
2025.05.23	10:52:00	1478.75	1479.14	1478.63	1479.14	7	0	68
2025.05.23	10:53:00	1479.15	1479.40	1479.15	1479.40	6	0	68
2025.05.23	10:54:00	1479.40	1479.41	1479.04	1479.04	5	0	68
2025.05.23	10:55:00	1479.04	1479.17	1479.04	1479.05	5	0	68
2025.05.23	10:56:00	1479.17	1479.30	1479.17	1479.30	3	0	68
2025.05.23	10:57:00	1479.30	1479.30	1479.04	1479.17	5	0	68
2025.05.23	10:58:00	1479.30	1480.05	1479.30	1479.92	15	0	68
2025.05.23	10:59:00	1479.80	1479.80	1479.56	1479.56	4	0	68
2025.05.23	11:00:00	1479.56	1479.81	1479.56	1479.81	5	0	68
2025.05.23	11:01:00	1479.93	1479.93	1479.92	1479.92	2	0	68
2025.05.23	11:02:00	1479.92	1480.41	1479.92	1480.41	7	0	68
2025.05.23	11:03:00	1480.40	1480.41	1480.28	1480.41	4	0	68
2025.05.23	11:04:00	1480.41	1480.41	1480.15	1480.28	5	0	68
2025.05.23	11:05:00	1480.28	1480.28	1480.27	1480.27	2	0	68
2025.05.23	11:06:00	1480.40	1480.77	1480.39	1480.40	7	0	68
2025.05.23	11:07:00	1480.40	1480.52	1480.28	1480.28	4	0	68
2025.05.23	11:08:00	1480.15	1480.28	1480.02	1480.02	4	0	68
2025.05.23	11:09:00	1480.02	1480.14	1480.01	1480.01	6	0	68
2025.05.23	11:10:00	1480.01	1480.01	1479.75	1479.86	7	0	68
2025.05.23	11:11:00	1479.86	1479.86	1479.22	1479.22	11	0	68
2025.05.23	11:12:00	1479.21	1479.21	1478.83	1478.83	9	0	68
2025.05.23	11:13:00	1478.83	1478.83	1478.32	1478.44	12	0	68
2025.05.23	11:14:00	1478.44	1478.56	1478.43	1478.43	7	0	68
2025.05.23	11:15:00	1478.43	1478.43	1478.05	1478.05	9	0	68
2025.05.23	11:16:00	1478.05	1478.05	1477.78	1477.78	4	0	68
2025.05.23	11:17:00	1477.78	1477.90	1477.78	1477.90	2	0	68
2025.05.23	11:18:00	1477.90	1477.90	1477.39	1477.52	8	0	68
2025.05.23	11:19:00	1477.39	1477.52	1477.39	1477.52	2	0	68
2025.05.23	11:20:00	1477.52	1477.66	1477.52	1477.54	9	0	68
2025.05.23	11:21:00	1477.54	1477.66	1477.41	1477.41	3	0	68
2025.05.23	11:22:00	1477.54	1477.89	1477.54	1477.89	6	0	68
2025.05.23	11:23:00	1477.90	1477.90	1477.66	1477.66	7	0	68
2025.05.23	11:24:00	1477.66	1477.66	1477.54	1477.54	2	0	68
2025.05.23	11:25:00	1477.54	1477.92	1477.54	1477.92	6	0	68
2025.05.23	11:26:00	1478.05	1478.37	1478.05	1478.37	5	0	68
2025.05.23	11:27:00	1478.38	1478.39	1478.37	1478.39	4	0	68
2025.05.23	11:28:00	1478.39	1478.90	1478.39	1478.90	5	0	68
2025.05.23	11:29:00	1478.90	1478.90	1478.90	1478.90	1	0	68
2025.05.23	11:30:00	1478.90	1478.91	1478.78	1478.78	3	0	68
2025.05.23	11:31:00	1478.78	1478.78	1478.77	1478.77	2	0	68
2025.05.23	11:32:00	1478.77	1478.77	1478.64	1478.64	2	0	68
2025.05.23	11:33:00	1478.63	1478.63	1478.61	1478.61	3	0	68
2025.05.23	11:34:00	1478.60	1478.60	1478.59	1478.59	2	0	68
2025.05.23	11:35:00	1478.59	1478.59	1478.46	1478.58	5	0	68
2025.05.23	11:36:00	1478.58	1478.58	1478.44	1478.44	7	0	68
2025.05.23	11:37:00	1478.44	1478.57	1478.43	1478.43	4	0	68
2025.05.23	11:38:00	1478.43	1478.43	1478.30	1478.30	2	0	68
2025.05.23	11:39:00	1478.43	1478.54	1478.30	1478.54	7	0	68
2025.05.23	11:40:00	1478.41	1478.41	1478.40	1478.40	2	0	68
2025.05.23	11:41:00	1478.27	1478.39	1478.02	1478.02	7	0	68
2025.05.23	11:42:00	1478.14	1478.14	1477.76	1477.76	4	0	68
2025.05.23	11:43:00	1477.76	1477.76	1477.37	1477.50	9	0	68
2025.05.23	11:44:00	1477.49	1477.60	1477.37	1477.48	6	0	68
2025.05.23	11:45:00	1477.60	1477.73	1477.48	1477.73	6	0	68
2025.05.23	11:46:00	1477.86	1477.86	1477.73	1477.74	7	0	68
2025.05.23	11:47:00	1477.74	1477.74	1477.50	1477.62	4	0	68
2025.05.23	11:48:00	1477.63	1477.63	1477.39	1477.39	3	0	68
2025.05.23	11:49:00	1477.51	1477.51	1477.37	1477.50	6	0	68
2025.05.23	11:50:00	1477.49	1477.49	1476.86	1476.98	7	0	68
2025.05.23	11:51:00	1476.98	1476.98	1476.98	1476.98	1	0	68
2025.05.23	11:52:00	1476.98	1476.98	1476.23	1476.24	8	0	68
2025.05.23	11:53:00	1476.24	1476.24	1475.99	1475.99	2	0	68
2025.05.23	11:54:00	1476.00	1476.14	1476.00	1476.02	6	0	68
2025.05.23	11:55:00	1476.02	1476.15	1476.02	1476.15	2	0	68
2025.05.23	11:56:00	1476.15	1476.15	1476.15	1476.15	1	0	68
2025.05.23	11:57:00	1476.15	1476.15	1476.02	1476.14	4	0	68
2025.05.23	11:58:00	1476.14	1476.27	1476.14	1476.26	4	0	68
2025.05.23	11:59:00	1476.26	1476.26	1476.26	1476.26	1	0	68
2025.05.23	12:00:00	1476.26	1476.26	1476.13	1476.26	5	0	68
2025.05.23	12:01:00	1476.27	1476.27	1476.27	1476.27	1	0	68
2025.05.23	12:02:00	1476.40	1476.40	1476.27	1476.28	5	0	68
2025.05.23	12:03:00	1476.28	1476.28	1476.16	1476.28	3	0	68
2025.05.23	12:04:00	1476.17	1476.17	1476.17	1476.17	1	0	68
2025.05.23	12:05:00	1476.17	1476.17	1476.04	1476.16	6	0	68
2025.05.23	12:06:00	1476.16	1476.16	1475.90	1476.03	4	0	68
2025.05.23	12:07:00	1476.02	1476.02	1475.52	1475.52	5	0	68
2025.05.23	12:08:00	1475.52	1475.52	1475.26	1475.26	8	0	68
2025.05.23	12:09:00	1475.26	1475.51	1475.25	1475.25	8	0	68
2025.05.23	12:10:00	1475.25	1475.50	1475.25	1475.50	5	0	68
2025.05.23	12:11:00	1475.50	1475.50	1475.49	1475.49	2	0	68
2025.05.23	12:12:00	1475.49	1475.49	1475.49	1475.49	1	0	68
2025.05.23	12:13:00	1475.61	1475.61	1475.61	1475.61	1	0	68
2025.05.23	12:14:00	1475.61	1475.61	1475.49	1475.49	2	0	68
2025.05.23	12:15:00	1475.49	1475.49	1475.23	1475.36	7	0	68
2025.05.23	12:16:00	1475.36	1475.48	1475.35	1475.48	6	0	68
2025.05.23	12:17:00	1475.48	1475.60	1475.35	1475.60	7	0	68
2025.05.23	12:18:00	1475.60	1475.60	1475.22	1475.22	5	0	68
2025.05.23	12:19:00	1475.22	1475.22	1474.84	1474.96	6	0	68
2025.05.23	12:20:00	1474.96	1474.96	1474.96	1474.96	1	0	68
2025.05.23	12:21:00	1474.96	1475.08	1474.96	1474.96	3	0	68
2025.05.23	12:22:00	1475.08	1475.08	1474.83	1474.97	7	0	68
2025.05.23	12:23:00	1474.97	1474.97	1474.72	1474.85	4	0	68
2025.05.23	12:24:00	1474.85	1474.97	1474.85	1474.97	2	0	68
2025.05.23	12:25:00	1474.96	1474.96	1474.84	1474.96	5	0	68
2025.05.23	12:26:00	1474.96	1474.96	1474.71	1474.72	5	0	68
2025.05.23	12:27:00	1474.71	1474.84	1474.35	1474.35	6	0	68
2025.05.23	12:28:00	1474.35	1474.48	1474.35	1474.48	2	0	68
2025.05.23	12:29:00	1474.48	1474.61	1474.48	1474.49	4	0	68
2025.05.23	12:30:00	1474.62	1475.00	1474.50	1475.00	6	0	68
2025.05.23	12:31:00	1475.00	1475.51	1475.00	1475.51	7	0	68
2025.05.23	12:32:00	1475.51	1476.02	1475.51	1476.02	6	0	68
2025.05.23	12:33:00	1476.14	1476.14	1475.77	1475.78	5	0	68
2025.05.23	12:34:00	1475.78	1476.17	1475.78	1476.17	5	0	68
2025.05.23	12:35:00	1476.17	1476.43	1476.17	1476.43	7	0	68
2025.05.23	12:36:00	1476.56	1476.56	1476.19	1476.19	6	0	68
2025.05.23	12:37:00	1476.19	1476.32	1476.07	1476.07	6	0	68
2025.05.23	12:38:00	1476.07	1476.07	1476.06	1476.06	2	0	68
2025.05.23	12:39:00	1476.06	1476.06	1476.06	1476.06	1	0	68
2025.05.23	12:40:00	1476.06	1476.06	1475.80	1475.80	9	0	68
2025.05.23	12:41:00	1475.80	1475.93	1475.80	1475.93	2	0	68
2025.05.23	12:42:00	1475.93	1475.93	1475.80	1475.93	4	0	68
2025.05.23	12:43:00	1475.93	1475.93	1475.79	1475.91	7	0	68
2025.05.23	12:44:00	1475.91	1475.91	1475.78	1475.90	3	0	68
2025.05.23	12:45:00	1475.90	1475.90	1475.89	1475.89	2	0	68
2025.05.23	12:46:00	1475.89	1475.89	1475.76	1475.76	2	0	68
2025.05.23	12:47:00	1475.76	1475.76	1475.38	1475.40	10	0	68
2025.05.23	12:48:00	1475.40	1475.40	1475.27	1475.39	6	0	68
2025.05.23	12:49:00	1475.39	1475.39	1475.39	1475.39	1	0	68
2025.05.23	12:50:00	1475.39	1475.51	1475.38	1475.50	4	0	68
2025.05.23	12:51:00	1475.50	1475.50	1475.25	1475.37	7	0	68
2025.05.23	12:52:00	1475.50	1475.50	1475.49	1475.49	2	0	68
2025.05.23	12:53:00	1475.49	1475.74	1475.49	1475.74	5	0	68
2025.05.23	12:54:00	1475.74	1475.74	1475.50	1475.62	5	0	68
2025.05.23	12:55:00	1475.50	1475.75	1475.50	1475.75	3	0	68
2025.05.23	12:56:00	1475.88	1476.01	1475.88	1476.01	2	0	68
2025.05.23	12:57:00	1476.13	1476.13	1475.76	1475.89	8	0	68
2025.05.23	12:58:00	1475.77	1476.40	1475.77	1476.39	7	0	68
2025.05.23	12:59:00	1476.27	1476.27	1476.02	1476.02	5	0	68
2025.05.23	13:00:00	1476.02	1476.14	1476.01	1476.02	4	0	68
2025.05.23	13:01:00	1476.02	1476.02	1476.02	1476.02	1	0	68
2025.05.23	13:02:00	1476.15	1476.28	1476.15	1476.28	3	0	68
2025.05.23	13:03:00	1476.28	1476.29	1476.28	1476.29	2	0	68
2025.05.23	13:04:00	1476.29	1476.29	1475.93	1475.93	6	0	68
2025.05.23	13:05:00	1475.93	1475.93	1475.81	1475.81	2	0	68
2025.05.23	13:06:00	1475.81	1475.94	1475.81	1475.94	2	0	68
2025.05.23	13:07:00	1475.93	1475.93	1475.93	1475.93	1	0	68
2025.05.23	13:08:00	1475.93	1475.93	1475.54	1475.54	7	0	68
2025.05.23	13:09:00	1475.54	1475.54	1475.41	1475.53	5	0	68
2025.05.23	13:10:00	1475.53	1475.53	1475.26	1475.26	6	0	68
2025.05.23	13:11:00	1475.26	1475.38	1475.24	1475.24	4	0	68
2025.05.23	13:12:00	1475.24	1475.24	1474.99	1474.99	2	0	68
2025.05.23	13:13:00	1474.99	1474.99	1474.74	1474.74	3	0	68
2025.05.23	13:14:00	1474.74	1474.74	1474.24	1474.24	4	0	68
2025.05.23	13:15:00	1474.24	1474.37	1474.24	1474.37	5	0	68
2025.05.23	13:16:00	1474.37	1474.37	1474.37	1474.37	1	0	68
2025.05.23	13:17:00	1474.25	1474.37	1474.24	1474.37	3	0	68
2025.05.23	13:18:00	1474.36	1474.36	1474.24	1474.24	4	0	68
2025.05.23	13:19:00	1474.36	1474.36	1474.23	1474.35	3	0	68
2025.05.23	13:20:00	1474.35	1474.35	1473.97	1473.97	3	0	68
2025.05.23	13:21:00	1473.96	1473.96	1473.46	1473.46	9	0	68
2025.05.23	13:22:00	1473.46	1473.70	1473.45	1473.57	5	0	68
2025.05.23	13:23:00	1473.70	1473.70	1473.70	1473.70	1	0	68
2025.05.23	13:24:00	1473.70	1473.84	1473.70	1473.84	4	0	68
2025.05.23	13:25:00	1473.84	1473.85	1473.72	1473.85	5	0	68
2025.05.23	13:26:00	1473.73	1474.10	1473.73	1473.85	6	0	68
2025.05.23	13:27:00	1473.86	1474.11	1473.85	1474.11	4	0	68
2025.05.23	13:28:00	1473.99	1473.99	1473.74	1473.88	5	0	68
2025.05.23	13:29:00	1473.75	1473.89	1473.75	1473.89	3	0	68
2025.05.23	13:30:00	1473.89	1473.89	1473.77	1473.77	2	0	68
2025.05.23	13:31:00	1473.78	1473.78	1473.53	1473.53	5	0	68
2025.05.23	13:32:00	1473.53	1473.66	1473.53	1473.66	3	0	68
2025.05.23	13:33:00	1473.54	1473.67	1473.54	1473.67	2	0	68
2025.05.23	13:34:00	1473.55	1473.68	1473.55	1473.68	2	0	68
2025.05.23	13:35:00	1473.68	1473.92	1473.68	1473.92	5	0	68
2025.05.23	13:36:00	1473.93	1474.32	1473.93	1474.32	6	0	68
2025.05.23	13:37:00	1474.45	1474.45	1474.45	1474.45	1	0	68
2025.05.23	13:38:00	1474.33	1474.46	1474.33	1474.34	4	0	68
2025.05.23	13:39:00	1474.47	1474.47	1474.47	1474.47	1	0	68
2025.05.23	13:40:00	1474.59	1474.96	1474.59	1474.96	6	0	68
2025.05.23	13:41:00	1475.09	1475.47	1475.09	1475.47	5	0	68
2025.05.23	13:42:00	1475.47	1475.72	1475.47	1475.72	5	0	68
2025.05.23	13:43:00	1475.72	1475.97	1475.72	1475.97	4	0	68
2025.05.23	13:44:00	1475.98	1475.98	1475.86	1475.98	3	0	68
2025.05.23	13:45:00	1475.98	1476.35	1475.98	1476.35	6	0	68
2025.05.23	13:46:00	1476.23	1476.48	1476.23	1476.36	4	0	68
2025.05.23	13:47:00	1476.36	1476.36	1476.11	1476.35	5	0	68
2025.05.23	13:48:00	1476.35	1476.35	1476.23	1476.35	3	0	68
2025.05.23	13:49:00	1476.36	1476.36	1476.11	1476.11	3	0	68
2025.05.23	13:50:00	1476.11	1476.35	1476.11	1476.35	3	0	68
2025.05.23	13:51:00	1476.35	1476.35	1476.35	1476.35	1	0	68
2025.05.23	13:52:00	1476.35	1476.35	1476.10	1476.23	8	0	68
2025.05.23	13:53:00	1476.23	1476.23	1476.10	1476.23	3	0	68
2025.05.23	13:54:00	1476.23	1476.23	1476.10	1476.22	6	0	68
2025.05.23	13:55:00	1476.35	1476.46	1476.34	1476.34	4	0	68
2025.05.23	13:56:00	1476.46	1476.83	1476.46	1476.83	4	0	68
2025.05.23	13:57:00	1476.83	1477.20	1476.83	1477.20	6	0	68
2025.05.23	13:58:00	1477.20	1477.45	1477.20	1477.45	3	0	68
2025.05.23	13:59:00	1477.70	1477.70	1477.58	1477.70	3	0	68
2025.05.23	14:00:00	1477.57	1477.58	1477.45	1477.58	3	0	68
2025.05.23	14:02:00	1478.21	1478.47	1478.21	1478.47	4	0	68
2025.05.23	14:03:00	1478.47	1478.74	1478.47	1478.61	9	0	68
2025.05.23	14:04:00	1478.74	1478.87	1478.74	1478.87	3	0	68
2025.05.23	14:05:00	1478.88	1478.88	1478.75	1478.75	2	0	68
2025.05.23	14:06:00	1478.75	1478.88	1478.63	1478.75	5	0	68
2025.05.23	14:07:00	1478.88	1478.88	1478.88	1478.88	1	0	68
2025.05.23	14:08:00	1478.88	1479.26	1478.88	1479.01	6	0	68
2025.05.23	14:09:00	1479.14	1479.62	1479.14	1479.50	6	0	68
2025.05.23	14:10:00	1479.50	1479.75	1479.50	1479.74	4	0	68
2025.05.23	14:11:00	1479.74	1479.74	1479.49	1479.62	5	0	68
2025.05.23	14:12:00	1479.62	1480.11	1479.62	1480.11	4	0	68
2025.05.23	14:13:00	1479.99	1479.99	1479.99	1479.99	1	0	68
2025.05.23	14:14:00	1479.99	1479.99	1479.86	1479.99	3	0	68
2025.05.23	14:15:00	1479.99	1480.24	1479.99	1480.24	3	0	68
2025.05.23	14:16:00	1480.36	1480.74	1480.36	1480.73	5	0	68
2025.05.23	14:17:00	1480.73	1480.73	1480.59	1480.59	4	0	68
2025.05.23	14:18:00	1480.59	1480.59	1480.59	1480.59	1	0	68
2025.05.23	14:19:00	1480.59	1480.59	1479.33	1479.45	8	0	68
2025.05.23	14:20:00	1479.45	1479.68	1479.19	1479.55	10	0	68
2025.05.23	14:21:00	1479.54	1480.03	1479.41	1479.78	8	0	68
2025.05.23	14:22:00	1479.77	1479.77	1479.76	1479.76	2	0	68
2025.05.23	14:23:00	1479.76	1479.76	1478.99	1479.11	8	0	68
2025.05.23	14:24:00	1479.11	1479.11	1479.10	1479.10	2	0	68
2025.05.23	14:25:00	1479.23	1479.35	1479.22	1479.22	5	0	68
2025.05.23	14:26:00	1479.22	1479.46	1479.21	1479.33	5	0	68
2025.05.23	14:27:00	1479.33	1479.33	1479.21	1479.21	2	0	68
2025.05.23	14:28:00	1479.20	1479.20	1479.20	1479.20	1	0	68
2025.05.23	14:29:00	1479.17	1479.17	1479.15	1479.15	3	0	68
2025.05.23	14:30:00	1479.14	1479.50	1479.13	1479.49	6	0	68
2025.05.23	14:31:00	1479.48	1479.48	1478.84	1479.33	9	0	68
2025.05.23	14:32:00	1479.33	1479.33	1479.18	1479.18	4	0	68
2025.05.23	14:33:00	1479.16	1479.16	1478.77	1478.89	5	0	68
2025.05.23	14:34:00	1478.76	1478.76	1478.74	1478.74	3	0	68
2025.05.23	14:35:00	1478.74	1478.84	1478.72	1478.84	4	0	68
2025.05.23	14:36:00	1478.71	1478.71	1478.57	1478.57	4	0	68
2025.05.23	14:37:00	1478.57	1478.57	1478.56	1478.56	2	0	68
2025.05.23	14:38:00	1478.54	1478.65	1478.52	1478.52	5	0	68
2025.05.23	14:39:00	1478.64	1478.99	1478.62	1478.99	5	0	68
2025.05.23	14:40:00	1478.98	1478.98	1478.59	1478.72	4	0	68
2025.05.23	14:41:00	1478.71	1478.71	1478.46	1478.48	5	0	68
2025.05.23	14:42:00	1478.35	1478.49	1478.35	1478.49	3	0	68
2025.05.23	14:43:00	1478.50	1478.63	1475.15	1475.15	19	0	68
2025.05.23	14:44:00	1474.90	1474.90	1468.45	1470.32	93	0	68
2025.05.23	14:45:00	1470.57	1471.68	1468.95	1469.69	57	0	68
2025.05.23	14:46:00	1469.69	1469.69	1467.09	1468.59	43	0	68
2025.05.23	14:47:00	1468.58	1469.82	1467.46	1469.81	27	0	68
2025.05.23	14:48:00	1469.81	1469.81	1463.36	1463.61	53	0	68
2025.05.23	14:49:00	1463.61	1465.85	1462.74	1465.72	32	0	68
2025.05.23	14:50:00	1465.72	1468.06	1465.71	1468.06	25	0	68
2025.05.23	14:51:00	1468.05	1468.17	1464.44	1464.44	19	0	68
2025.05.23	14:52:00	1464.56	1465.06	1461.22	1461.22	34	0	68
2025.05.23	14:53:00	1461.22	1462.09	1460.35	1461.72	29	0	68
2025.05.23	14:54:00	1461.72	1465.04	1461.72	1464.79	24	0	68
2025.05.23	14:55:00	1464.79	1465.89	1464.79	1465.89	13	0	68
2025.05.23	14:56:00	1465.89	1465.89	1463.77	1463.77	15	0	68
2025.05.23	14:57:00	1463.52	1463.52	1461.16	1461.16	14	0	68
2025.05.23	14:58:00	1461.04	1461.04	1460.54	1460.54	8	0	68
2025.05.23	14:59:00	1460.54	1460.54	1459.43	1459.43	11	0	68
2025.05.23	15:00:00	1459.43	1459.43	1455.46	1456.20	46	0	68
2025.05.23	15:01:00	1456.20	1459.04	1455.09	1459.04	33	0	68
2025.05.23	15:02:00	1459.04	1459.04	1458.77	1458.89	9	0	68
2025.05.23	15:03:00	1458.77	1458.77	1454.92	1454.92	27	0	68
2025.05.23	15:04:00	1455.05	1457.64	1455.05	1457.64	17	0	68
2025.05.23	15:05:00	1457.64	1457.64	1455.02	1455.02	18	0	68
2025.05.23	15:06:00	1454.78	1454.78	1450.06	1451.30	42	0	68
2025.05.23	15:07:00	1451.43	1456.13	1451.43	1454.74	56	0	68
2025.05.23	15:08:00	1454.87	1456.97	1454.87	1456.97	31	0	68
2025.05.23	15:09:00	1457.09	1457.71	1456.84	1457.21	15	0	68
2025.05.23	15:10:00	1457.21	1457.33	1455.72	1455.72	15	0	68
2025.05.23	15:11:00	1455.72	1457.71	1455.72	1455.84	23	0	68
2025.05.23	15:12:00	1455.72	1455.72	1454.98	1454.99	10	0	68
2025.05.23	15:13:00	1454.86	1454.86	1450.78	1450.78	30	0	68
2025.05.23	15:14:00	1451.03	1453.24	1450.90	1453.24	21	0	68
2025.05.23	15:15:00	1453.24	1453.24	1452.00	1452.00	9	0	68
2025.05.23	15:16:00	1452.00	1454.11	1451.75	1454.11	20	0	68
2025.05.23	15:17:00	1454.11	1458.93	1454.11	1457.57	50	0	68
2025.05.23	15:18:00	1457.57	1458.31	1457.57	1457.70	18	0	68
2025.05.23	15:19:00	1457.70	1457.70	1455.97	1455.97	16	0	68
2025.05.23	15:20:00	1455.97	1455.97	1455.10	1455.11	9	0	68
2025.05.23	15:21:00	1455.11	1455.12	1454.01	1454.01	12	0	68
2025.05.23	15:22:00	1454.01	1455.63	1453.51	1455.50	15	0	68
2025.05.23	15:23:00	1455.50	1456.49	1455.12	1456.35	13	0	68
2025.05.23	15:24:00	1456.34	1456.34	1455.22	1455.72	11	0	68
2025.05.23	15:25:00	1455.72	1458.08	1455.72	1458.08	14	0	68
2025.05.23	15:26:00	1458.08	1459.06	1458.08	1459.06	11	0	68
2025.05.23	15:27:00	1459.06	1459.93	1459.06	1459.44	11	0	68
2025.05.23	15:28:00	1459.56	1461.56	1459.56	1461.56	18	0	68
2025.05.23	15:29:00	1461.43	1461.93	1461.43	1461.93	7	0	68
2025.05.23	15:30:00	1461.92	1463.04	1461.67	1463.04	13	0	68
2025.05.23	15:31:00	1463.16	1464.65	1462.90	1463.53	25	0	68
2025.05.23	15:32:00	1463.53	1463.65	1463.15	1463.15	9	0	68
2025.05.23	15:33:00	1463.16	1463.16	1462.29	1462.30	8	0	68
2025.05.23	15:34:00	1462.30	1462.31	1462.18	1462.30	5	0	68
2025.05.23	15:35:00	1462.31	1462.56	1462.31	1462.56	5	0	68
2025.05.23	15:36:00	1462.56	1462.56	1462.31	1462.32	4	0	68
2025.05.23	15:37:00	1462.32	1462.44	1461.94	1462.44	10	0	68
2025.05.23	15:38:00	1462.44	1462.45	1461.83	1461.83	6	0	68
2025.05.23	15:39:00	1461.84	1461.84	1460.97	1460.97	4	0	68
2025.05.23	15:40:00	1460.97	1461.59	1460.59	1461.59	11	0	68
2025.05.23	15:41:00	1461.59	1461.96	1461.59	1461.96	6	0	68
2025.05.23	15:42:00	1461.96	1462.84	1461.96	1462.84	5	0	68
2025.05.23	15:43:00	1462.96	1463.46	1462.96	1463.33	4	0	68
2025.05.23	15:44:00	1463.33	1463.33	1463.33	1463.33	1	0	68
2025.05.23	15:45:00	1463.33	1463.33	1462.84	1462.85	6	0	68
2025.05.23	15:46:00	1462.85	1463.22	1462.24	1462.24	12	0	68
2025.05.23	15:47:00	1462.24	1462.24	1460.39	1460.39	14	0	68
2025.05.23	15:48:00	1460.39	1460.39	1459.52	1460.15	12	0	68
2025.05.23	15:49:00	1460.40	1462.02	1460.40	1462.01	10	0	68
2025.05.23	15:50:00	1461.88	1461.88	1461.37	1461.38	6	0	68
2025.05.23	15:51:00	1461.38	1461.38	1459.89	1459.89	11	0	68
2025.05.23	15:52:00	1459.89	1459.90	1459.52	1459.77	5	0	68
2025.05.23	15:53:00	1459.77	1460.53	1459.77	1460.53	6	0	68
2025.05.23	15:54:00	1460.53	1461.89	1460.40	1461.89	12	0	68
2025.05.23	15:55:00	1461.89	1461.89	1460.89	1460.89	5	0	68
2025.05.23	15:56:00	1460.89	1461.39	1460.89	1461.39	5	0	68
2025.05.23	15:57:00	1461.39	1462.01	1461.39	1462.01	6	0	68
2025.05.23	15:58:00	1462.01	1462.38	1462.01	1462.25	5	0	68
2025.05.23	15:59:00	1462.00	1462.00	1461.88	1461.88	2	0	68
2025.05.23	16:00:00	1461.88	1461.88	1460.88	1460.88	10	0	68
2025.05.23	16:01:00	1460.88	1462.00	1460.88	1462.00	8	0	68
2025.05.23	16:02:00	1461.88	1462.01	1461.88	1461.89	4	0	68
